BHK,Rent,Size,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2,12000,1200,Hati Bagan - Bansdroni,Kolkata,Unfurnished,Bachelors/Family,1
3,20000,1100,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
2,8500,650,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1
3,20000,1050,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
2,6000,960,Dum Dum,Kolkata,Semi-Furnished,Bachelors/Family,2
2,5500,650,Joka,Kolkata,Unfurnished,Bachelors/Family,2
1,7000,550,Kasba,Kolkata,Semi-Furnished,Bachelors/Family,1
2,7000,500,Dum Dum Metro,Kolkata,Semi-Furnished,Bachelors/Family,2
1,6500,450,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Family,1
2,10000,850,Agarpara,Kolkata,Unfurnished,Bachelors,2
1,5200,300,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1
2,13000,1000,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,Semi-Furnished,Bachelors/Family,3
2,7000,500,Garia,Kolkata,Unfurnished,Bachelors/Family,1
2,12000,756,Dashadron Newtown Rajarhat,Kolkata,Semi-Furnished,Bachelors/Family,1
1,15000,1000,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,1
1,5000,150,Anandapur,Kolkata,Unfurnished,Bachelors/Family,1
1,8000,800,New town near ecopark .,Kolkata,Unfurnished,Bachelors,1
2,8000,700,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,2
1,5000,420,Em Bypass South East,Kolkata,Unfurnished,Bachelors,1
2,10000,800,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,1
2,12000,288,Kasba,Kolkata,Unfurnished,Bachelors,1
2,8000,900,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors/Family,2
2,21000,850,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
1,5000,350,Thakurpukur,Kolkata,Unfurnished,Bachelors,1
2,9000,600,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1
2,8000,1600,Kalyani,Kolkata,Semi-Furnished,Bachelors,1
2,7000,986,Pranthik Society Library Road Bhadreswar,Kolkata,Unfurnished,Bachelors,1
3,35000,1330,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
3,15000,1300,Lake Town,Kolkata,Semi-Furnished,Bachelors/Family,2
2,6200,800,Kestopur,Kolkata,Unfurnished,Bachelors,1
2,9900,800,Bijoygarh,Kolkata,Unfurnished,Bachelors/Family,1
2,7000,850,Baranagar,Kolkata,Unfurnished,Bachelors,1
1,5000,322,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1
2,6500,800,Agarpara,Kolkata,Furnished,Bachelors/Family,1
4,40000,1500,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2
3,40000,3500,Salt Lake City,Kolkata,Semi-Furnished,Bachelors/Family,2
2,12000,957,Dasnagar,Kolkata,Furnished,Bachelors,2
1,6500,850,Baksara,Kolkata,Unfurnished,Bachelors,1
2,10000,900,Birati,Kolkata,Unfurnished,Bachelors,2
2,15000,600,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1
1,5000,350,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1
2,7000,800,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1
2,6000,320,"Baishnabghata Patuli, Patuli",Kolkata,Unfurnished,Bachelors/Family,1
3,15000,800,Jyangra,Kolkata,Unfurnished,Bachelors/Family,1
2,10000,700,Baghajatin,Kolkata,Semi-Furnished,Bachelors,2
2,22000,1200,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2
2,8500,750,Ramchandrapur north,Kolkata,Semi-Furnished,Bachelors/Family,1
3,35000,1200,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,3
2,7000,450,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors/Family,1
3,8500,1430,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1
2,6000,450,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1
4,35000,800,Behala,Kolkata,Semi-Furnished,Bachelors/Family,3
1,6000,400,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1
2,8000,650,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1
1,5000,450,"Fartabad, Garia",Kolkata,Unfurnished,Bachelors/Family,1
2,6000,600,Belgharia,Kolkata,Unfurnished,Bachelors/Family,1
3,15000,1200,Lake Town,Kolkata,Unfurnished,Family,2
2,9000,700,Baguiati,Kolkata,Unfurnished,Bachelors,1
1,5000,300,Barrackpore,Kolkata,Unfurnished,Bachelors,1
3,8000,1200,"Ramkrishna Pally, Kaikhali",Kolkata,Unfurnished,Bachelors/Family,3
3,35000,1300,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
1,5500,400,"Shyam Villa V, Dum Dum",Kolkata,Unfurnished,Bachelors/Family,1
3,35000,1320,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2
2,11000,1000,"Anandapuri, Barrackpore",Kolkata,Furnished,Bachelors/Family,2
2,10000,700,"Sarat Ghosh Garden, Dhakuria",Kolkata,Unfurnished,Bachelors,1
2,6500,800,locality,Kolkata,Unfurnished,Bachelors/Family,2
2,6000,900,Baguiati,Kolkata,Furnished,Bachelors/Family,1
3,36125,1700,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,2
2,6800,600,Purba Putiary,Kolkata,Unfurnished,Bachelors,1
2,8500,850,Barasat,Kolkata,Unfurnished,Family,2
2,5000,550,Birati,Kolkata,Unfurnished,Bachelors,1
1,6500,650,"Garia Station, Garia",Kolkata,Furnished,Bachelors/Family,1
1,6500,800,Santragachi,Kolkata,Unfurnished,Bachelors/Family,1
2,4500,475,Birati,Kolkata,Unfurnished,Bachelors/Family,1
1,6000,200,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1
1,10000,400,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1
1,12000,500,"Madurdaha, Hussainpur",Kolkata,Furnished,Bachelors/Family,1
2,12000,550,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1
2,12000,800,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1
2,9000,1000,Airport Area Behala,Kolkata,Furnished,Bachelors/Family,2
1,5000,400,Sonarpur,Kolkata,Semi-Furnished,Bachelors,1
1,6000,300,"Picnic Garden, E M Bypass",Kolkata,Unfurnished,Bachelors/Family,1
2,5500,450,Bisharpara,Kolkata,Unfurnished,Bachelors/Family,1
2,5500,450,Bisharpara,Kolkata,Unfurnished,Bachelors/Family,1
2,8500,1100,Nayabad,Kolkata,Unfurnished,Bachelors/Family,2
1,5000,450,"Ananda Pally, Jadavpur",Kolkata,Unfurnished,Bachelors/Family,1
2,23000,1100,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
2,5500,650,Behala,Kolkata,Unfurnished,Bachelors/Family,1
2,8500,780,Airport Area,Kolkata,Unfurnished,Bachelors,1
3,22000,1100,Salt Lake City Sector 2,Kolkata,Semi-Furnished,Bachelors/Family,2
1,5500,800,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,1
1,7000,500,Ranikuthi Telephone Exchange,Kolkata,Semi-Furnished,Bachelors/Family,2
1,5000,400,Hooghly-Chinsurah,Kolkata,Unfurnished,Bachelors,1
1,5000,450,"Bansdroni Mauza, Krishnanagar",Kolkata,Unfurnished,Bachelors/Family,1
2,6500,550,Kaikhali,Kolkata,Unfurnished,Bachelors/Family,1
2,8000,600,700051,Kolkata,Unfurnished,Bachelors/Family,1
1,5500,200,Jodhpur Park,Kolkata,Unfurnished,Bachelors/Family,1
2,6000,500,Purba Sinthi Area,Kolkata,Semi-Furnished,Bachelors/Family,1
1,5500,450,Kadam Tala,Kolkata,Unfurnished,Bachelors,1
2,10000,1050,Baidyabati,Kolkata,Unfurnished,Bachelors/Family,2
3,10000,1000,Bansdroni,Kolkata,Unfurnished,Bachelors,2
2,10000,1200,Sodepur,Kolkata,Semi-Furnished,Bachelors/Family,2
3,12000,1100,Jagacha,Kolkata,Semi-Furnished,Family,2
1,5200,220,New Town,Kolkata,Unfurnished,Bachelors/Family,1
1,4000,350,Behala,Kolkata,Unfurnished,Bachelors/Family,1
3,30000,1100,FC Block,Kolkata,Unfurnished,Bachelors,1
2,5146,800,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1
2,12000,950,"Satgachi, South Dum Dum",Kolkata,Unfurnished,Bachelors/Family,1
3,7000,1200,Hooghly-Chinsurah,Kolkata,Unfurnished,Bachelors/Family,1
2,8500,700,Behala,Kolkata,Semi-Furnished,Bachelors/Family,1
1,7000,500,"AH Block, Salt Lake",Kolkata,Unfurnished,Bachelors/Family,1
2,9500,570,"Dhakuria -South East, Dhakuria",Kolkata,Unfurnished,Bachelors/Family,1
2,8000,650,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1
3,15000,1200,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,3
5,22500,960,Kasba,Kolkata,Unfurnished,Bachelors/Family,2
2,12500,1250,Rajarhat,Kolkata,Semi-Furnished,Bachelors/Family,2
3,34000,120,CA 150 sector 1 saltlake,Kolkata,Furnished,Bachelors/Family,2
3,14000,950,Kaikhali,Kolkata,Semi-Furnished,Bachelors/Family,2
1,9500,600,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1
2,7000,750,Baughati,Kolkata,Unfurnished,Bachelors/Family,1
3,20000,1200,Bansdroni,Kolkata,Unfurnished,Bachelors/Family,2
1,6500,400,Salt Lake City Sector 5,Kolkata,Semi-Furnished,Bachelors/Family,1
1,7500,600,Garfa,Kolkata,Furnished,Bachelors/Family,1
2,6500,700,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1
2,9500,850,Baguiati,Kolkata,Semi-Furnished,Bachelors/Family,1
1,1800,500,Shyam Bazar,Kolkata,Semi-Furnished,Bachelors/Family,1
2,7500,650,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1
2,10000,800,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,2
3,15000,830,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,2
2,7000,600,Keshtopur,Kolkata,Unfurnished,Bachelors,1
2,6000,800,"Chandannagar, Hooghly-Chinsurah",Kolkata,Unfurnished,Bachelors/Family,1
2,14000,1200,"Sakuntala Park, Behala",Kolkata,Semi-Furnished,Family,2
2,22000,1000,Jheel Road,Kolkata,Furnished,Bachelors/Family,2
2,18000,750,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors/Family,2
2,10000,800,Garia,Kolkata,Unfurnished,Bachelors,2
2,6000,1200,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,2
2,10000,750,"Kumarpara, Narendrapur",Kolkata,Unfurnished,Bachelors/Family,1
3,10000,1500,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,2
1,5000,300,"Noapara, Addarsha Pally",Kolkata,Unfurnished,Bachelors/Family,1
3,10000,800,"Arobindo Pally, Paschim Putiary",Kolkata,Unfurnished,Bachelors,1
2,7000,450,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,2
4,10000,1200,Naihati,Kolkata,Furnished,Bachelors/Family,2
2,6000,500,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2
2,18000,900,Garia,Kolkata,Semi-Furnished,Bachelors/Family,2
2,8000,460,Majarhati,Kolkata,Unfurnished,Bachelors,1
2,8000,530,Baghajatin,Kolkata,Semi-Furnished,Family,1
2,13000,650,Lake Gardens,Kolkata,Semi-Furnished,Bachelors/Family,2
2,20000,700,Salt Lake City Sector 2,Kolkata,Semi-Furnished,Bachelors,2
2,6000,400,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Bachelors/Family,1
2,12000,1000,"Picnic Garden, Tiljala",Kolkata,Unfurnished,Bachelors/Family,2
1,10000,400,"New Garia, Garia",Kolkata,Semi-Furnished,Bachelors,1
2,14000,700,Santoshpur,Kolkata,Unfurnished,Bachelors,2
2,10000,850,Baranagar,Kolkata,Semi-Furnished,Bachelors,2
2,10500,558,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,2
2,6000,800,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1
2,12000,900,"Bansdroni Mauza, Krishnanagar",Kolkata,Unfurnished,Bachelors/Family,2
3,14000,1600,Ramrajatala,Kolkata,Furnished,Bachelors/Family,2
1,3700,150,Lake Gardens,Kolkata,Unfurnished,Bachelors,1
3,40000,1600,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
3,25000,1000,Rash Behari Avenue Connector,Kolkata,Unfurnished,Bachelors/Family,1
1,2200,700,Baranagar,Kolkata,Unfurnished,Bachelors/Family,1
1,3300,175,New Town,Kolkata,Unfurnished,Bachelors/Family,1
1,5000,450,"Siriti, Tollygunge",Kolkata,Semi-Furnished,Bachelors/Family,1
3,60000,1700,Salt Lake City,Kolkata,Semi-Furnished,Bachelors,3
2,6000,425,Nimta,Kolkata,Unfurnished,Bachelors/Family,1
3,7000,900,"Michael Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,3
1,5000,400,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,1
2,11000,600,Beliaghata,Kolkata,Unfurnished,Bachelors/Family,1
2,10000,721,Belgharia Nimta,Kolkata,Furnished,Bachelors/Family,2
3,22000,1150,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors/Family,2
3,65000,2210,"Vedic Village, Rajarhat",Kolkata,Unfurnished,Bachelors/Family,3
2,7500,675,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1
2,45000,1320,Ballygunge,Kolkata,Furnished,Bachelors/Family,2
1,5000,250,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1
2,12000,720,Shyam Bazar,Kolkata,Unfurnished,Bachelors,2
5,25000,1880,Dashdrone,Kolkata,Unfurnished,Bachelors,2
3,18000,850,"Sangati Colony, Netaji Nagar",Kolkata,Semi-Furnished,Bachelors/Family,3
2,25000,1050,"Sahapur, New Alipore",Kolkata,Unfurnished,Bachelors/Family,2
1,25000,320,"Shaheen Apartment, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,1
2,70000,750,Santacruz West,Mumbai,Furnished,Bachelors/Family,2
1,45000,450,"Rose Queen, Old Khar",Mumbai,Furnished,Bachelors/Family,1
3,75000,1100,"Sabari Palm View, Chembur",Mumbai,Unfurnished,Family,3
1,14000,640,Mira Road,Mumbai,Furnished,Bachelors/Family,1
1,60000,650,"Siddhivinayak, Bandra West",Mumbai,Unfurnished,Bachelors,1
1,22000,460,Sion,Mumbai,Unfurnished,Bachelors/Family,1
1,33000,480,Sion Hospital Colony,Mumbai,Semi-Furnished,Bachelors,2
1,32000,500,Sion,Mumbai,Furnished,Bachelors,2
1,30000,490,"Sion East, Sion",Mumbai,Semi-Furnished,Bachelors,2
1,49000,620,"Sai Palace Apartment, Vile Parle West",Mumbai,Furnished,Bachelors/Family,1
2,28000,518,Bhandup West,Mumbai,Semi-Furnished,Bachelors/Family,2
2,33500,700,"Yogi Hills, Mulund West",Mumbai,Semi-Furnished,Bachelors/Family,2
2,85000,777,"Hiranandani Castle Rock, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2
2,35000,650,Charkop,Mumbai,Unfurnished,Family,2
1,21000,425,"Godrej Tranquil, Kandivali East",Mumbai,Unfurnished,Bachelors/Family,2
1,22000,270,Mahim West,Mumbai,Unfurnished,Bachelors/Family,1
2,100000,850,Prabhadevi,Mumbai,Semi-Furnished,Bachelors,2
2,60000,888,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2
2,8000,650,"Nakoda Heights, Nalasopara",Mumbai,Semi-Furnished,Family,2
1,20000,275,Worli,Mumbai,Unfurnished,Bachelors,1
2,20000,700,"Man Opus, Kashimira",Mumbai,Semi-Furnished,Family,2
1,25000,375,Lal Baug,Mumbai,Unfurnished,Bachelors/Family,1
1,14000,424,Malad East,Mumbai,Semi-Furnished,Bachelors/Family,1
1,19411,400,Goregaon West,Mumbai,Furnished,Bachelors/Family,2
1,23000,450,"Dheeraj Hill View Tower, Thakur Village, Kandivali East",Mumbai,Furnished,Bachelors/Family,1
2,32000,586,"Everard Nagar Co Operative Housing Society, Sion East",Mumbai,Semi-Furnished,Bachelors/Family,1
2,68000,610,shivsagar,Mumbai,Furnished,Bachelors/Family,2
1,30000,488,"Kyraa Ariso Apartment, Chembur",Mumbai,Semi-Furnished,Bachelors/Family,2
2,44000,722,"Sheth Montana, Mulund West",Mumbai,Semi-Furnished,Bachelors/Family,2
1,20000,450,"Gokul Regency Apartment, Thakur Complex",Mumbai,Unfurnished,Bachelors/Family,1
1,25000,500,Ghatkopar West,Mumbai,Semi-Furnished,Bachelors/Family,2
2,40000,680,"NG Royal Park, Kanjurmarg East",Mumbai,Furnished,Bachelors,2
2,43000,1150,"Montana Giona, Moti Nagar",Mumbai,Unfurnished,Bachelors/Family,2
2,44000,830,"Sapphire Heights, Lokhandwala Twp",Mumbai,Furnished,Bachelors,2
1,75000,550,Bandra West,Mumbai,Furnished,Bachelors/Family,1
1,32000,470,Central Area,Mumbai,Semi-Furnished,Family,2
1,16000,410,Mira Bhayandar,Mumbai,Semi-Furnished,Family,2
2,65000,710,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2
2,45000,750,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2
2,57000,800,Chembur,Mumbai,Unfurnished,Bachelors/Family,2
1,27000,435,Film City Road,Mumbai,Unfurnished,Bachelors/Family,2
1,57000,500,"Lodha New Cuffe Parade, Wadala",Mumbai,Semi-Furnished,Bachelors/Family,1
2,55000,800,"Evershine Grandeur, Mindspace",Mumbai,Furnished,Bachelors/Family,2
1,40000,540,Vile Parle East,Mumbai,Semi-Furnished,Family,2
2,95000,1050,"Lodha New Cuffe Parade, Wadala East",Mumbai,Unfurnished,Bachelors/Family,2
2,85000,700,"Lodha New Cuffe Parade, Wadala",Mumbai,Semi-Furnished,Bachelors/Family,2
2,80000,600,Breach Candy,Mumbai,Furnished,Bachelors/Family,1
1,13000,300,Malad West,Mumbai,Unfurnished,Bachelors/Family,2
1,28000,550,"Ambika Siddhi Apartment, Ghatkopar",Mumbai,Unfurnished,Bachelors,2
3,89000,932,Powai,Mumbai,Semi-Furnished,Bachelors/Family,3
1,28000,450,Dina Bama Estate,Mumbai,Unfurnished,Bachelors/Family,2
2,13000,600,Mira Road,Mumbai,Unfurnished,Bachelors/Family,2
1,24000,424,"Sethia Kalpavruksh Heights, Irani Wada",Mumbai,Unfurnished,Bachelors/Family,2
2,38000,560,Andheri East,Mumbai,Furnished,Bachelors,2
1,32000,450,Goregaon West,Mumbai,Unfurnished,Bachelors,2
1,40000,600,Lokhandwala Complex,Mumbai,Furnished,Family,2
2,45000,630,Kanjurmarg West,Mumbai,Unfurnished,Bachelors,2
1,30000,320,Worli,Mumbai,Furnished,Family,1
3,75000,1150,"Kanakia Levels, Malad East",Mumbai,Unfurnished,Bachelors/Family,3
2,47000,751,"Kalpataru Towers, Akurli Nagar",Mumbai,Semi-Furnished,Family,2
2,14000,570,"Kailash Tower, Nalasopara",Mumbai,Furnished,Family,2
2,55000,696,Chandivali,Mumbai,Semi-Furnished,Bachelors/Family,2
3,70000,1150,"Kanakia Levels, Malad East",Mumbai,Unfurnished,Bachelors/Family,3
3,62000,950,Bhakti Park,Mumbai,Furnished,Bachelors/Family,3
2,42000,750,"RNA ROYALE PARK, Kandivali West",Mumbai,Unfurnished,Bachelors,2
3,20000,737,"Ekta Parksville, Virar West",Mumbai,Semi-Furnished,Bachelors,3
2,41000,750,"RNA ROYALE PARK, Kandivali West",Mumbai,Unfurnished,Bachelors,2
2,65000,760,Prabhadevi,Mumbai,Semi-Furnished,Bachelors/Family,2
2,50000,750,"Green Park Apartment, Millat Nagar",Mumbai,Semi-Furnished,Bachelors/Family,2
2,85000,650,Breach Candy,Mumbai,Semi-Furnished,Bachelors,2
2,50000,1000,Ghatkopar East,Mumbai,Semi-Furnished,Bachelors/Family,2
1,30000,570,Kurla West,Mumbai,Unfurnished,Bachelors/Family,1
2,60000,760,"Kolte Patil Jai Vijay, New Airport Colony",Mumbai,Unfurnished,Family,2
3,84500,1150,Chembur East,Mumbai,Unfurnished,Family,3
3,80000,1100,"HDIL Metropolis, 4 Bunglows",Mumbai,Semi-Furnished,Family,3
3,50000,1000,"Heena Gaurav Jewels, Gokuldham",Mumbai,Furnished,Bachelors/Family,3
2,40000,720,shabri shan,Mumbai,Unfurnished,Bachelors,2
1,34000,365,Malad East,Mumbai,Furnished,Family,1
1,25000,400,"Mindspace, Mindspace",Mumbai,Unfurnished,Bachelors/Family,1
3,85000,850,"Oberoi Woods, Goregaon East",Mumbai,Semi-Furnished,Family,3
2,40000,700,Sher E Punjab Society,Mumbai,Semi-Furnished,Bachelors/Family,2
2,50000,900,Oshiwara,Mumbai,Semi-Furnished,Bachelors,2
2,38000,650,"Nirmal Lifestyle, LBS Marg",Mumbai,Furnished,Family,2
2,50000,680,Chembur,Mumbai,Unfurnished,Bachelors/Family,2
3,65000,950,Tilak Nagar - Harbour Line,Mumbai,Semi-Furnished,Bachelors/Family,3
1,32000,565,"Lake Bloom, Powai",Mumbai,Unfurnished,Bachelors/Family,2
1,26000,450,Kalina,Mumbai,Unfurnished,Bachelors/Family,1
2,60000,710,"Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2
3,100000,1080,Santacruz West,Mumbai,Unfurnished,Bachelors/Family,3
2,35000,700,"MUKTA MAHEK, Thakur Complex",Mumbai,Unfurnished,Family,2
3,68000,890,"Kanakia Rainforest, Marol",Mumbai,Unfurnished,Bachelors/Family,2
1,18000,300,Vile Parle West,Mumbai,Semi-Furnished,Bachelors/Family,1
2,55000,720,"Dheeraj Swapna Apartment, Pali Hill",Mumbai,Unfurnished,Bachelors/Family,2
3,65000,825,Lokhandwala Complex,Mumbai,Furnished,Family,3
2,80000,500,Vile Parle East,Mumbai,Furnished,Bachelors/Family,2
2,53000,750,"Lake Florence, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2
2,80000,750,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,2
1,18000,360,"Anita, Lokhandwala Twp",Mumbai,Furnished,Bachelors/Family,1
1,17500,400,Evershine Nagar,Mumbai,Unfurnished,Bachelors/Family,1
3,43000,750,Mahavir Nagar,Mumbai,Unfurnished,Family,2
1,13500,432,"Hiral Greens, Mira Road East",Mumbai,Unfurnished,Family,2
2,18000,780,"Man Opus, Mira Road",Mumbai,Unfurnished,Family,2
2,75000,695,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,1
1,18000,375,"Prasanna Vastu Chs, Jankalyan Nagar",Mumbai,Unfurnished,Bachelors/Family,1
1,32000,475,Shri Swami Samarth Nagar,Mumbai,Semi-Furnished,Family,2
2,55000,790,"Vijaya Heritage, Chembur",Mumbai,Unfurnished,Bachelors/Family,2
2,47000,661,"Runwal Forests, Kanjurmarg West",Mumbai,Semi-Furnished,Bachelors/Family,2
2,35000,700,"Evershine Millenium Paradise, Thakur Village, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,2
1,15000,420,Dahisar East,Mumbai,Semi-Furnished,Family,1
2,50000,750,D.N. Nagar,Mumbai,Unfurnished,Bachelors/Family,2
2,25500,950,Dhanukar Wadi,Mumbai,Semi-Furnished,Bachelors/Family,3
3,55000,1350,"Ekta Meadows, Borivali East",Mumbai,Furnished,Bachelors/Family,3
1,25000,330,Mazgaon,Mumbai,Semi-Furnished,Family,1
2,50000,750,"Safal Saraswati, Chembur",Mumbai,Unfurnished,Bachelors/Family,2
2,65000,925,"MJ Shah Centrio, Chembur",Mumbai,Furnished,Bachelors/Family,3
3,50000,1150,"Benzer Tower, Thakur Complex",Mumbai,Semi-Furnished,Family,3
3,65000,1105,"Hillcrest, Chakala MIDC",Mumbai,Unfurnished,Bachelors/Family,3
1,25000,410,Friends Colony,Mumbai,Semi-Furnished,Bachelors,1
1,32000,460,Chembur,Mumbai,Unfurnished,Bachelors/Family,2
1,21000,600,Reay road east,Mumbai,Semi-Furnished,Bachelors/Family,1
1,20000,570,"Leo Ratnakar, Mahavir Nagar",Mumbai,Furnished,Bachelors/Family,2
2,55000,720,Chembur East,Mumbai,Furnished,Bachelors/Family,2
1,32000,500,Chirag Nagar,Mumbai,Semi-Furnished,Bachelors,2
1,30000,415,"Ekta Meadows, Borivali East",Mumbai,Unfurnished,Bachelors,2
1,27000,270,Mumbai Central,Mumbai,Unfurnished,Bachelors/Family,1
2,47000,585,Gokuldham,Mumbai,Semi-Furnished,Bachelors/Family,2
1,27000,550,Borivali West,Mumbai,Furnished,Family,2
2,100000,1200,Mount Mary,Mumbai,Furnished,Bachelors/Family,2
2,45002,600,"Raheja Vista, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2
2,48000,700,"Sundew CHS, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2
1,18000,385,"Garden View Apartment, Aarey Milk Colony",Mumbai,Unfurnished,Bachelors/Family,1
1,7500,500,Suram Park Society,Mumbai,Semi-Furnished,Bachelors,1
2,50000,850,Film City,Mumbai,Semi-Furnished,Bachelors/Family,2
3,55000,900,Chikuwadi,Mumbai,Semi-Furnished,Family,2
1,26000,400,"Dheeraj Kiran CHS Walad West, Sunder Nagar",Mumbai,Unfurnished,Bachelors/Family,1
2,17000,600,"DB Ozone, Mira Road",Mumbai,Unfurnished,Bachelors,2
2,40000,750,"Vasant Marvel, Magathane",Mumbai,Semi-Furnished,Family,2
2,43000,628,Andheri East,Mumbai,Unfurnished,Bachelors/Family,2
2,21000,630,Beverly Park,Mumbai,Semi-Furnished,Family,2
2,40000,650,Sindhi Society Chembur,Mumbai,Unfurnished,Bachelors/Family,2
2,40000,845,Vikhroli West,Mumbai,Furnished,Bachelors/Family,2
2,20000,900,Mira Road,Mumbai,Semi-Furnished,Bachelors/Family,2
2,60000,807,"Auris Serenity, Malad West",Mumbai,Unfurnished,Bachelors,2
2,35000,1100,Mulund East,Mumbai,Semi-Furnished,Bachelors/Family,2
2,6500,790,"Deep Heights, Nalasopara",Mumbai,Unfurnished,Bachelors/Family,2
1,15000,380,sra,Mumbai,Unfurnished,Bachelors/Family,1
2,38000,650,"Ahimsa Marg, Mindspace",Mumbai,Unfurnished,Family,2
2,35000,800,Borivali East,Mumbai,Semi-Furnished,Family,2
2,32000,830,Bhandup West,Mumbai,Semi-Furnished,Bachelors/Family,2
1,16000,410,Mamletdarwadi,Mumbai,Unfurnished,Bachelors,1
1,33000,428,"Crescent Solitaire, Sakinaka Junction",Mumbai,Semi-Furnished,Bachelors/Family,2
1,8500,550,Thane-Kalyan-Dombivli,Mumbai,Semi-Furnished,Bachelors/Family,1
2,60000,630,Central Area,Mumbai,Unfurnished,Bachelors,2
1,20000,550,Rock garden Chs,Mumbai,Unfurnished,Bachelors,2
